# Variant positions
# Pop ID	Private	Num Indv	Var	StdErr	P	Var	StdErr	Obs Het	Var	StdErr	Obs Hom	Var	StdErr	Exp Het	Var	StdErr	Exp Hom	Var	StdErr	Pi	Var	StdErr	Fis	Var	StdErr
FSSP242	1	1981647.0000	17019.0000	297.0000	0.0150	1.0000	0.0000	0.0000	0.9999	0.0000	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0001	0.0000	0.0000	0.9999	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	48.9927	0.0000
FSSP243	49	2224568.0000	19640.0000	528.0000	0.0237	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.0000	48.9884	0.0000
FSSP244	2	2139939.0000	18692.0000	414.0000	0.0193	1.0000	0.0000	0.0000	0.9999	0.0000	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0000	0.0000	0.9999	0.0000	0.0000	0.0002	0.0002	0.0000	0.0000	48.9905	0.0000
FSSP245	7	2128775.0000	18358.0000	358.0000	0.0168	1.0000	0.0000	0.0000	0.9999	0.0000	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0000	0.0000	0.9999	0.0000	0.0000	0.0002	0.0002	0.0000	0.0000	48.9918	0.0000
FSSP246	3	2160811.0000	18997.0000	429.0000	0.0199	1.0000	0.0000	0.0000	0.9999	0.0000	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0000	0.0000	0.9999	0.0000	0.0000	0.0002	0.0002	0.0000	0.0000	48.9903	0.0000
FSSP247	3	2285665.0000	20666.0000	514.0000	0.0225	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.0000	48.9890	0.0000
FSSP248	4	2186858.0000	19383.0000	448.0000	0.0205	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.0000	48.9900	0.0000
FSSP249	5	2192246.0000	19419.0000	431.0000	0.0197	1.0000	0.0000	0.0000	0.9999	0.0000	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0000	0.0000	0.9999	0.0000	0.0000	0.0002	0.0002	0.0000	0.0000	48.9904	0.0000
FSSP250	41	2312490.0000	21020.0000	625.0000	0.0270	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9868	0.0000
HNL301	7	2255175.0000	20572.0000	1022.0000	0.0453	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0005	0.0005	0.0000	0.9995	0.0005	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0005	0.0005	0.0000	0.0000	48.9778	0.0000
HNL302	3	2276547.0000	21246.0000	1112.0000	0.0488	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0005	0.0005	0.0000	0.9995	0.0005	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0005	0.0005	0.0000	0.0000	48.9761	0.0000
HNL303	12	2284038.0000	21325.0000	1261.0000	0.0552	1.0000	0.0000	0.0000	0.9997	0.0001	0.0000	0.0006	0.0006	0.0000	0.9994	0.0006	0.0000	0.0003	0.0001	0.0000	0.9997	0.0001	0.0000	0.0006	0.0006	0.0000	0.0000	48.9730	0.0000
HNL304	5	2277746.0000	21199.0000	1129.0000	0.0496	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0005	0.0005	0.0000	0.9995	0.0005	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0005	0.0005	0.0000	0.0000	48.9757	0.0000
HNL305	101	2316258.0000	21641.0000	1405.0000	0.0607	1.0000	0.0000	0.0000	0.9997	0.0002	0.0000	0.0006	0.0006	0.0000	0.9994	0.0006	0.0000	0.0003	0.0002	0.0000	0.9997	0.0002	0.0000	0.0006	0.0006	0.0000	0.0000	48.9703	0.0000
HNL306	127	2309264.0000	21663.0000	1499.0000	0.0649	1.0000	0.0000	0.0000	0.9997	0.0002	0.0000	0.0006	0.0006	0.0000	0.9994	0.0006	0.0000	0.0003	0.0002	0.0000	0.9997	0.0002	0.0000	0.0006	0.0006	0.0000	0.0000	48.9682	0.0000
HNL307	9	2268979.0000	20892.0000	1146.0000	0.0505	1.0000	0.0000	0.0000	0.9997	0.0001	0.0000	0.0005	0.0005	0.0000	0.9995	0.0005	0.0000	0.0003	0.0001	0.0000	0.9997	0.0001	0.0000	0.0005	0.0005	0.0000	0.0000	48.9753	0.0000
HNL308	13	2277269.0000	21060.0000	1211.0000	0.0532	1.0000	0.0000	0.0000	0.9997	0.0001	0.0000	0.0005	0.0005	0.0000	0.9995	0.0005	0.0000	0.0003	0.0001	0.0000	0.9997	0.0001	0.0000	0.0005	0.0005	0.0000	0.0000	48.9740	0.0000
HNL309	88	2321177.0000	21726.0000	1347.0000	0.0580	1.0000	0.0000	0.0000	0.9997	0.0001	0.0000	0.0006	0.0006	0.0000	0.9994	0.0006	0.0000	0.0003	0.0001	0.0000	0.9997	0.0001	0.0000	0.0006	0.0006	0.0000	0.0000	48.9716	0.0000
HNL310	8	2123047.0000	18531.0000	811.0000	0.0382	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.9996	0.0004	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.0000	48.9813	0.0000
MPO482	40	2307998.0000	20968.0000	527.0000	0.0228	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.0000	48.9888	0.0000
MPO483	38	2301060.0000	20894.0000	510.0000	0.0222	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.0000	48.9892	0.0000
MPO484	5	2296929.0000	20844.0000	474.0000	0.0206	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.0000	48.9899	0.0000
MPO485	67	2409058.0000	22760.0000	832.0000	0.0345	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9831	0.0000
MPO486	2	1931049.0000	15682.0000	271.0000	0.0140	1.0000	0.0000	0.0000	0.9999	0.0000	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0001	0.0000	0.0000	0.9999	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	48.9931	0.0000
MPO487	2	1969882.0000	16095.0000	282.0000	0.0143	1.0000	0.0000	0.0000	0.9999	0.0000	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0001	0.0000	0.0000	0.9999	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	48.9930	0.0000
MPO488	1	2070247.0000	17621.0000	354.0000	0.0171	1.0000	0.0000	0.0000	0.9999	0.0000	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0000	0.0000	0.9999	0.0000	0.0000	0.0002	0.0002	0.0000	0.0000	48.9916	0.0000
MPO489	4	2262196.0000	20554.0000	431.0000	0.0191	1.0000	0.0000	0.0000	0.9999	0.0000	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0000	0.0000	0.9999	0.0000	0.0000	0.0002	0.0002	0.0000	0.0000	48.9907	0.0000
MPO490	1	1941342.0000	15806.0000	263.0000	0.0135	1.0000	0.0000	0.0000	0.9999	0.0000	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0001	0.0000	0.0000	0.9999	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	48.9934	0.0000
MPO491	2	2064020.0000	17454.0000	321.0000	0.0156	1.0000	0.0000	0.0000	0.9999	0.0000	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0000	0.0000	0.9999	0.0000	0.0000	0.0002	0.0002	0.0000	0.0000	48.9924	0.0000
OICP541	0	2398630.0000	22428.0000	457.0000	0.0191	1.0000	0.0000	0.0000	0.9999	0.0000	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0000	0.0000	0.9999	0.0000	0.0000	0.0002	0.0002	0.0000	0.0000	48.9907	0.0000
OICP542	1	2408736.0000	22629.0000	527.0000	0.0219	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.0000	48.9893	0.0000
OICP543	0	2408204.0000	22645.0000	428.0000	0.0178	1.0000	0.0000	0.0000	0.9999	0.0000	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0000	0.0000	0.9999	0.0000	0.0000	0.0002	0.0002	0.0000	0.0000	48.9913	0.0000
OICP544	16	2415080.0000	22804.0000	440.0000	0.0182	1.0000	0.0000	0.0000	0.9999	0.0000	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0000	0.0000	0.9999	0.0000	0.0000	0.0002	0.0002	0.0000	0.0000	48.9911	0.0000
OICP545	1	2416015.0000	22856.0000	536.0000	0.0222	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.0000	48.9891	0.0000
OICP546	1	2408914.0000	22700.0000	615.0000	0.0255	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9875	0.0000
OICP547	1	2394452.0000	22269.0000	478.0000	0.0200	1.0000	0.0000	0.0000	0.9999	0.0000	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0000	0.0000	0.9999	0.0000	0.0000	0.0002	0.0002	0.0000	0.0000	48.9902	0.0000
OICP548	1	2398147.0000	22389.0000	534.0000	0.0223	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.0000	48.9891	0.0000
OICP549	10	2417421.0000	22899.0000	582.0000	0.0241	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.0000	48.9882	0.0000
OICP550	23	2409225.0000	22736.0000	577.0000	0.0239	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.0000	48.9883	0.0000
IRO601	4	2351807.0000	21929.0000	769.0000	0.0327	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9840	0.0000
IRO602	4	2377948.0000	22302.0000	927.0000	0.0390	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.9996	0.0004	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.0000	48.9809	0.0000
IRO603	5	2368217.0000	22108.0000	824.0000	0.0348	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9830	0.0000
IRO604	102	2393079.0000	22271.0000	969.0000	0.0405	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.9996	0.0004	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.0000	48.9802	0.0000
IRO605	6	2355508.0000	21877.0000	799.0000	0.0339	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9834	0.0000
IRO606	6	2342133.0000	21632.0000	712.0000	0.0304	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9851	0.0000
IRO607	4	2360921.0000	21952.0000	803.0000	0.0340	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9834	0.0000
IRO608	105	2400736.0000	22618.0000	1110.0000	0.0462	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0005	0.0005	0.0000	0.9995	0.0005	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0005	0.0005	0.0000	0.0000	48.9774	0.0000
IRO609	93	2398055.0000	22598.0000	1127.0000	0.0470	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0005	0.0005	0.0000	0.9995	0.0005	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0005	0.0005	0.0000	0.0000	48.9770	0.0000
IRO610	2	2102636.0000	18048.0000	451.0000	0.0214	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.0000	48.9895	0.0000
HGRF661	0	2299213.0000	20662.0000	249.0000	0.0108	1.0000	0.0000	0.0000	0.9999	0.0000	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0001	0.0000	0.0000	0.9999	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	48.9947	0.0000
HGRF662	1	2282418.0000	20546.0000	244.0000	0.0107	1.0000	0.0000	0.0000	0.9999	0.0000	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0001	0.0000	0.0000	0.9999	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	48.9948	0.0000
HGRF663	0	2284363.0000	20615.0000	264.0000	0.0116	1.0000	0.0000	0.0000	0.9999	0.0000	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0001	0.0000	0.0000	0.9999	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	48.9944	0.0000
HGRF664	20	2285577.0000	20515.0000	248.0000	0.0109	1.0000	0.0000	0.0000	0.9999	0.0000	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0001	0.0000	0.0000	0.9999	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	48.9947	0.0000
HGRF665	39	2404014.0000	22720.0000	391.0000	0.0163	1.0000	0.0000	0.0000	0.9999	0.0000	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0000	0.0000	0.9999	0.0000	0.0000	0.0002	0.0002	0.0000	0.0000	48.9921	0.0000
HGRF666	0	2243342.0000	19918.0000	217.0000	0.0097	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	48.9953	0.0000
HGRF667	24	2342930.0000	21488.0000	250.0000	0.0107	1.0000	0.0000	0.0000	0.9999	0.0000	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0001	0.0000	0.0000	0.9999	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	48.9948	0.0000
HGRF668	0	2239879.0000	19807.0000	207.0000	0.0092	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	48.9955	0.0000
HGRF669	2	2284633.0000	20542.0000	266.0000	0.0116	1.0000	0.0000	0.0000	0.9999	0.0000	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0001	0.0000	0.0000	0.9999	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	48.9943	0.0000
HGRF670	0	2095390.0000	18188.0000	168.0000	0.0080	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	48.9961	0.0000
PTP721	16	2243264.0000	20042.0000	268.0000	0.0119	1.0000	0.0000	0.0000	0.9999	0.0000	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0001	0.0000	0.0000	0.9999	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	48.9942	0.0000
PTP722	18	2258920.0000	20364.0000	286.0000	0.0127	1.0000	0.0000	0.0000	0.9999	0.0000	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0001	0.0000	0.0000	0.9999	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	48.9938	0.0000
PTP723	0	1717446.0000	13043.0000	143.0000	0.0083	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	48.9959	0.0000
PTP724	0	1998805.0000	16423.0000	177.0000	0.0089	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	48.9957	0.0000
PTP725	2	1829938.0000	14411.0000	115.0000	0.0063	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	48.9969	0.0000
PTP726	1	1982615.0000	16218.0000	191.0000	0.0096	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	48.9953	0.0000
PTP727	0	2032927.0000	16746.0000	206.0000	0.0101	1.0000	0.0000	0.0000	0.9999	0.0000	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0001	0.0000	0.0000	0.9999	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	48.9951	0.0000
PTP728	2	2083916.0000	17717.0000	227.0000	0.0109	1.0000	0.0000	0.0000	0.9999	0.0000	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0001	0.0000	0.0000	0.9999	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	48.9947	0.0000
PTP729	12	2148667.0000	18358.0000	162.0000	0.0075	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	48.9963	0.0000
PTP730	1	2072435.0000	17332.0000	248.0000	0.0120	1.0000	0.0000	0.0000	0.9999	0.0000	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0001	0.0000	0.0000	0.9999	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	48.9942	0.0000
RRL782	0	2083958.0000	17499.0000	419.0000	0.0201	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.0000	48.9902	0.0000
RRL783	4	2237464.0000	19839.0000	558.0000	0.0249	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.0000	48.9878	0.0000
RRL784	6	2345480.0000	21658.0000	809.0000	0.0345	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9831	0.0000
RRL785	3	2357633.0000	22028.0000	854.0000	0.0362	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.9996	0.0004	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.0000	48.9823	0.0000
RRL786	2	2364193.0000	22171.0000	838.0000	0.0354	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.9996	0.0004	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.0000	48.9827	0.0000
RRL787	8	2363269.0000	22136.0000	985.0000	0.0417	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.9996	0.0004	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.0000	48.9796	0.0000
RRL788	104	2388338.0000	22494.0000	958.0000	0.0401	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.9996	0.0004	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.0000	48.9804	0.0000
RRL789	2	2376065.0000	22436.0000	968.0000	0.0407	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.9996	0.0004	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.0000	48.9801	0.0000
RRL790	117	2392109.0000	22605.0000	1156.0000	0.0483	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0005	0.0005	0.0000	0.9995	0.0005	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0005	0.0005	0.0000	0.0000	48.9763	0.0000
RRL791	91	2393756.0000	22643.0000	1173.0000	0.0490	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0005	0.0005	0.0000	0.9995	0.0005	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0005	0.0005	0.0000	0.0000	48.9760	0.0000
RRO842	39	2378996.0000	22442.0000	852.0000	0.0358	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.9996	0.0004	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.0000	48.9825	0.0000
RRO843	121	2267244.0000	20906.0000	545.0000	0.0240	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.0000	48.9882	0.0000
RRO844	52	2377370.0000	22254.0000	862.0000	0.0363	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.9996	0.0004	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.0000	48.9823	0.0000
RRO845	2	2317318.0000	21491.0000	554.0000	0.0239	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.0000	48.9883	0.0000
RRO846	2	2074617.0000	18295.0000	467.0000	0.0225	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.0000	48.9890	0.0000
RRO847	2	2265051.0000	20610.0000	577.0000	0.0255	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9875	0.0000
RRO848	2	2294041.0000	20882.0000	572.0000	0.0249	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.0000	48.9878	0.0000
RRO849	1	2263062.0000	20577.0000	591.0000	0.0261	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9872	0.0000
RRO850	7	2337540.0000	21502.0000	713.0000	0.0305	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9851	0.0000
RRO851	1	2296362.0000	21146.0000	594.0000	0.0259	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9873	0.0000
CPS901	9	2330934.0000	21706.0000	852.0000	0.0366	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.9996	0.0004	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.0000	48.9821	0.0000
CPS902	4	2278628.0000	20953.0000	642.0000	0.0282	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9862	0.0000
CPS903	5	2274067.0000	20922.0000	717.0000	0.0315	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9846	0.0000
